Open,High,Close,Low,Volume,Date
1.57,1.595,1.59,1.56,7747319,06-12-2018
1.59,1.625,1.59,1.585,5729260,07-12-2018
1.58,1.605,1.585,1.565,6653082,10-12-2018
1.62,1.625,1.59,1.575,6068576,11-12-2018
1.59,1.62,1.62,1.59,4076886,12-12-2018
1.605,1.615,1.57,1.565,4813151,13-12-2018
1.57,1.59,1.585,1.57,3213889,14-12-2018
1.575,1.625,1.62,1.575,8192244,17-12-2018
1.62,1.625,1.61,1.61,8607967,18-12-2018
1.59,1.6,1.575,1.57,7162466,19-12-2018
1.565,1.595,1.575,1.565,7306772,20-12-2018
1.595,1.595,1.565,1.54,7726285,21-12-2018
1.54,1.565,1.52,1.52,2964345,24-12-2018
1.525,1.56,1.56,1.525,4150964,27-12-2018
1.57,1.585,1.575,1.56,2355064,28-12-2018
1.59,1.6,1.555,1.555,1579424,31-12-2018
1.55,1.56,1.54,1.54,1948769,02-01-2019
1.55,1.585,1.56,1.54,5457510,03-01-2019
1.54,1.57,1.56,1.54,3905191,04-01-2019
1.56,1.585,1.575,1.55,3451936,07-01-2019
1.56,1.587,1.575,1.56,5358595,08-01-2019
1.58,1.6,1.585,1.575,5542981,09-01-2019
1.59,1.597,1.585,1.575,5117716,10-01-2019
1.605,1.61,1.595,1.595,3846249,11-01-2019
1.6,1.615,1.605,1.59,2413892,14-01-2019
1.61,1.61,1.6,1.59,3503806,15-01-2019
1.62,1.62,1.61,1.595,4856974,16-01-2019
1.61,1.63,1.615,1.6,5918714,17-01-2019
1.62,1.64,1.635,1.61,4889786,18-01-2019
